ITEM_ID,USER_ID,EVENT_TYPE,TIMESTAMP,DISCOUNT,ITEM_CATEGORY_L2,ITEM_CATEGORY_L1,ITEM_PRICE,ITEM_PRODUCT_NAME,ITEM_PRODUCT_DESCRIPTION,Contact ID,OCCURREDAT
56853a1b-064b-498f-846d-28473bd22233,2864,Purchase,1701564301,No,kitchen,housewares,68,Versatile Stoneware Baking Dish,"This versatile stoneware baking dish evenly distributes heat for perfect casseroles and lasagnas. With angled sides to prevent spills and dual handles for safe transport, this essential kitchen tool will help home chefs bake family favorites or test new recipes with reliable performance.",11230,12/3/23
2255952b-b517-4428-bae7-06ee5a96bdcf,4290,Purchase,1701565405,No,bowls,housewares,41,Stylish Modern Aluminum Bowl,"Presenting the Stylish Aluminum Serving Bowl - this modern and minimalist bowl crafted from durable aluminum features a sleek brushed finish, rounded edges, and versatile design perfect for serving salads, soups, snacks, and more at just $40.99. Polished style and function combined!",15469,12/3/23
1c54c650-dc19-486b-99a2-8621278acb9b,2673,Purchase,1701566504,No,lighting,homedecor,18,Stylish Fabric Hanging Lamp,"Illuminate your home in style with this elegant fabric hanging lamp. Its metal frame and neutral-toned shades add modern flair while emitting a soft, ambient glow perfect for living rooms and bedrooms. Expertly crafted for easy installation.",13534,12/3/23
d3237d85-4917-43df-ab83-6f8fb1084f70,2483,Purchase,1701567601,No,bowls,housewares,60,Sleek White Bowl for Modern Style,"Presenting the Neat White Ceramic Bowl, a modern and minimalist bowl that brings elegant style and versatile utility to any room. Expertly crafted from durable glazed stoneware in a clean, contemporary design.",12490,12/3/23
c01afde0-020b-4220-8006-2a40245cad8c,885,Purchase,1701568697,Yes,strings,instruments,310,Sleek Electric Guitar - Versatile Tones for All Genres,"Sleek, versatile electric guitar delivers crisp, clean tones for rock, blues, jazz and country. Premium components ensure reliable tuning and comfort for aggressive playing at gigs or band practice.",12351,12/3/23
d68ad334-88ed-4ee6-a373-704927495e8b,2398,Purchase,1701569796,Yes,socks,apparel,12,Funky Retro Color Socks,"Make a bold style statement with these playfully retro, vibrantly colorful socks! Crafted from soft, breathable cotton for superior comfort, these funky socks showcase your fun personality while keeping feet cozy and happy.",11738,12/3/23
8c700253-c812-486a-9cac-e605377f0eb6,3697,Purchase,1701570907,Yes,pet,outdoors,47,Rugged Outdoor Gear for Adventurous Dogs,"This innovative outdoor accessory enriches your pup's adventurous spirit with durable, convenient features allowing carefree playtime outdoors. Let your furry friend relish the great outdoors worry-free with this must-have dog accessory.",16260,12/3/23
08501583-c08b-411b-9ae7-06582e2d8c26,1762,Purchase,1701572002,No,bouquet,floral,122,Vibrant Seasonal Wedding Bouquet,"A breathtaking cascade of organic, locally-grown roses, lilies, and baby's breath, sustainably cultivated and expertly arranged by our florists into a flawless floral accent for a memorable walk down the aisle.",13377,12/3/23
d090af37-2c9d-4779-9baf-2944eb436f14,243,Purchase,1701573097,Yes,plier,tools,12,Sturdy Pliers for Any Job,"This durable [BRAND] plier handles tough jobs with precision-machined jaws, slip-resistant grip, and built-in wire cutter. Sturdy steel construction ensures strength and longevity. Essential for any toolbox.",14001,12/3/23
8af58e93-a468-4f8c-9ee9-07b55cfcc3c4,4994,Purchase,1701574199,Yes,decorative,homedecor,22,Sleek Curved Ceramic Vase,"This elegantly curved ceramic vase features a sleek glazed finish, adding sophisticated style to any space. The durable ceramic construction provides lasting quality.",16367,12/3/23
5395050a-b064-421f-9023-a269749bda4b,2727,Purchase,1701575295,No,dressers,furniture,291,Sleek Minimalist Dresser in Light Gray,This stylish light gray minimalist dresser provides ample and organized storage with its multiple smooth-gliding drawers to neatly tuck away clothes and accessories. Its clean lines lend a modern yet timeless look.,17213,12/3/23
ff973006-27da-45dd-899c-8441c5eaebe0,4047,Purchase,1701576403,Yes,glasses,accessories,141,Funky Retro Glasses for Groovy Guys,"With an unparalleled retro style, these sleek lightweight men's glasses feature a curved frame and rich details for a sophisticated, funky flair. Crafted for form and function.",12034,12/3/23
